locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
934610,May Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2400 CESAR CHAVEZ ST,4328A005,4328A,005,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012051.606,2101106.273,37.749916469391,-122.401130112212,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:6AM-7AM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.749916469391, -122.401130112212)"
934820,Natan's Catering,Truck,7727000,KANSAS ST: 16TH ST to 17TH ST (300 - 399),350 KANSAS ST,3958001D,3958,001D,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011363.148,2106748.619,37.7653706693171,-122.403907848212,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7653706693171, -122.403907848212)"
934552,"Casey's Pizza, LLC",Truck,9093000,MISSION ST: NEW MONTGOMERY ST to ANNIE ST (635 - 664),654 MISSION ST,3707019,3707,019,17MFF-0104,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6012296.995,2114673.552,37.7871828477154,-122.401234808851,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0104&ExportPDF=1&Filename=17MFF-0104_schedule.pdf,Fr:11AM-3PM,,08/29/2017 12:00:00 AM,2017-02-13,0,07/15/2018 12:00:00 AM,"(37.7871828477154, -122.401234808851)"
934803,Natan's Catering,Truck,797000,17TH ST: MISSION ST to HOFF ST (3300 - 3343),3335 17TH ST,3576086,3576,086,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6006602.872,2106039.462,37.7631563932265,-122.420322231526,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7631563932265, -122.420322231526)"
947733,Halal Cart of San Francisco,Push Cart,3529000,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),400 MONTGOMERY ST,0239009,0239,009,17MFF-0152,APPROVED,Halal Gyro over Rice: Halal Chicken over Rice: Halal Gyro: and Chicken Sandwich,6011956.214,2116853.2,37.7931486269835,-122.402567175578,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0152&ExportPDF=1&Filename=17MFF-0152_schedule.pdf,Tu/Th:10AM-4PM,,03/13/2017 12:00:00 AM,2017-03-13,0,07/15/2018 12:00:00 AM,"(37.7931486269835, -122.402567175578)"
934709,"Halal Cart, LLC",Push Cart,8741101,MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (401 - 499) -- SOUTH --,455 MARKET ST,3709012,3709,012,17MFF-0114,APPROVED,Gyros: Kebabs: soft drinks: and water,6013076.33,2116028.637,37.7909470419234,-122.398633589404,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0114&ExportPDF=1&Filename=17MFF-0114_schedule.pdf,Mo-Su:10AM-8PM,,03/13/2017 12:00:00 AM,2017-02-13,0,07/15/2018 12:00:00 AM,"(37.7909470419234, -122.398633589404)"
934712,"Halal Cart, LLC",Push Cart,9301000,MONTGOMERY ST: CALIFORNIA ST to SACRAMENTO ST (400 - 499),400 MONTGOMERY ST,0239009,0239,009,17MFF-0116,APPROVED,kebabs: halal gyro: grilled halal meat: refreshments,6011956.214,2116853.2,37.7931486269835,-122.402567175578,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0116&ExportPDF=1&Filename=17MFF-0116_schedule.pdf,Mo/We/Fr:10AM-3PM,,03/13/2017 12:00:00 AM,2017-02-13,0,07/15/2018 12:00:00 AM,"(37.7931486269835, -122.402567175578)"
934814,Natan's Catering,Truck,5337000,EVANS AVE: RANKIN ST to SELBY ST (1800 - 1890),1801 EVANS AVE,5232005,5232,005,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014340.249,2099120.438,37.7445911950917,-122.393076880858,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7445911950917, -122.393076880858)"
934573,May Catering,Truck,12626000,TOLAND ST: KIRKWOOD AVE to MCKINNON AVE (600 - 799),600 TOLAND ST,5285A011,5285A,011,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012349.895,2098741.535,37.7434400420051,-122.399932569577,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:7AM-8AM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7434400420051, -122.399932569577)"
1082044,Fresh Made Cafe,Push Cart,9097000,MISSION ST: 05TH ST to MINT ST (900 - 930),901 MISSION ST,3725093,3725,093,18MFF-0002,REQUESTED,Pre-packaged food: brew coffee: bottled drinks,6010709.29,2112874.234,37.7821536409986,-122.406601106839,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0002&ExportPDF=1&Filename=18MFF-0002_schedule.pdf,Mo/We/Fr:6AM-5PM,,,2018-01-30,0,,"(37.7821536409986, -122.406601106839)"
1090089,Tacos El Primo,Truck,10829000,QUINT ST: DAVIDSON AVE to EVANS AVE (300 - 399),1700 EVANS AVE,5227001,5227,001,18MFF-0006,REQUESTED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,6014950.929,2099216.653,37.744889286143,-122.390971976935,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0006&ExportPDF=1&Filename=18MFF-0006_schedule.pdf,Mo-Fr:10AM-4PM,,,2018-02-05,1,07/15/2019 12:00:00 AM,"(37.744889286143, -122.390971976935)"
1089698,El Tonayense #60,Truck,6752000,HARRISON ST: MISTRAL ST to 20TH ST (2345 - 2399),2355 FOLSOM ST,3593035,3593,035,18MFF-0004,REQUESTED,Tacos: Burritos: Tortas: Quesadillas: Drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0004&ExportPDF=1&Filename=18MFF-0004_schedule.pdf,Mo-Su:4PM-10PM,,,2018-02-05,1,07/15/2019 12:00:00 AM,"(0, 0)"
1089427,Halal Food,Push Cart,3524000,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),50 CALIFORNIA ST,0235022,0235,022,18MFF-0003,REQUESTED,rice chicken beef hot dogs and sandwich's and coke and water,6013470.754,2117151.885,37.7940531837329,-122.397347693326,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0003&ExportPDF=1&Filename=18MFF-0003_schedule.pdf,,,,2018-02-05,0,02/28/2019 12:00:00 AM,"(37.7940531837329, -122.397347693326)"
1090090,Tacos El Primo,Truck,13660000,WILLIAMS AVE: APOLLO ST to PHELPS ST \ VESTA ST (300 - 399),345 WILLIAMS AVE,5423A009,5423A,009,18MFF-0006,REQUESTED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,6012447.306,2093773.934,37.7298054805741,-122.399247104724,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0006&ExportPDF=1&Filename=18MFF-0006_schedule.pdf,Su:8AM-10PM;Mo/Tu/We/Th/Fr:4PM-10PM,,,2018-02-05,1,07/15/2019 12:00:00 AM,"(37.7298054805741, -122.399247104724)"
1090081,El Tonayanse #4 / #36,Truck,6740000,HARRISON ST: 13TH ST to 14TH ST (1700 - 1799),1717 HARRISON ST,3901001,3901,001,18MFF-0005,REQUESTED,Tacos: Burritos: Tortas: Quesadillas,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0005&ExportPDF=1&Filename=18MFF-0005_schedule.pdf,Mo-Su:10AM-7PM,,,2018-02-05,1,07/15/2019 12:00:00 AM,"(0, 0)"
1089697,El Tonayense #60,Truck,6746000,HARRISON ST: 17TH ST to MARIPOSA ST (2050 - 2149),401 TREAT AVE,3573023,3573,023,18MFF-0004,REQUESTED,Tacos: Burritos: Tortas: Quesadillas: Drinks,6008587.223,2105981.305,37.7631083253767,-122.413454890022,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0004&ExportPDF=1&Filename=18MFF-0004_schedule.pdf,Mo-Su:10AM-4PM,,,2018-02-05,1,07/15/2019 12:00:00 AM,"(37.7631083253767, -122.413454890022)"
1090091,Tacos El Primo,Truck,7480000,JENNINGS ST: WALLACE AVE to YOSEMITE AVE (2200 - 2299),1495 WALLACE AVE,4831003,4831,003,18MFF-0006,REQUESTED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,6015319.326,2092304.552,37.7259304950399,-122.389215559421,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0006&ExportPDF=1&Filename=18MFF-0006_schedule.pdf,Tu/Sa:8AM-3PM;Mo/Tu/We/Th/Fr:10AM-2PM,,,2018-02-05,1,07/15/2019 12:00:00 AM,"(37.7259304950399, -122.389215559421)"
453012,Tacos Santana,,3742000,CARROLL AVE: QUINT ST to BAY SHORE BLVD \ THORNTON AVE (2100 - 2199),2101 CARROLL AVE,5436012,5436,012,13MFF-0112,APPROVED,,6011371.493,2093947.369,37.7302216813049,-122.402978526686,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:10AM-9PM,07/25/2013 12:00:00 AM,02/07/2018 12:00:00 AM,2013-06-05,0,07/15/2018 12:00:00 AM,"(37.7302216813049, -122.402978526686)"
453014,Tacos Santana,,7501000,JERROLD AVE: TOLAND ST to UPTON ST (2100 - 2230),2142 JERROLD AVE,5230011,5230,011,13MFF-0112,APPROVED,,6012644.555,2099128.352,37.7445185826649,-122.398940846628,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:5PM-10PM,07/25/2013 12:00:00 AM,02/07/2018 12:00:00 AM,2013-06-05,0,07/15/2018 12:00:00 AM,"(37.7445185826649, -122.398940846628)"
453013,Tacos Santana,,7498000,JERROLD AVE: PHELPS ST to QUINT ST (1700 - 1799),1700 JERROLD AVE,5262009,5262,009,13MFF-0112,APPROVED,,6014746.675,2098348.869,37.7424951959228,-122.391617595098,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:11AM-5PM,07/25/2013 12:00:00 AM,02/07/2018 12:00:00 AM,2013-06-05,0,07/15/2018 12:00:00 AM,"(37.7424951959228, -122.391617595098)"
1020424,"Kabob Trolley, LLC",Truck,9101000,MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1133 MISSION ST,3727096,3727,096,17MFF-0192,APPROVED,Halal Gyro and Cheesesteaks,6009260.818,2111511.319,37.7783302557659,-122.411515865268,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0192&ExportPDF=1&Filename=17MFF-0192_schedule.pdf,Mo/Tu/Fr:9AM-4PM,,02/12/2018 12:00:00 AM,2017-09-19,0,07/15/2018 12:00:00 AM,"(37.7783302557659, -122.411515865268)"
1122770,Rita's Catering,Truck,9100000,MISSION ST: 06TH ST to 07TH ST (1000 - 1099),1028 MISSION ST,3703033,3703,033,18MFF-0012,REQUESTED,Filipino Food,6009812.085,2112361.07,37.7806943774082,-122.409668813219,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0012&ExportPDF=1&Filename=18MFF-0012_schedule.pdf,Mo/We/Fr:7AM-3PM,,,2018-03-13,0,07/15/2019 12:00:00 AM,"(37.7806943774082, -122.409668813219)"
1123286,"Expresso Subito, LLC.",Truck,5869000,FRONT ST: CALIFORNIA ST to HALLECK ST (200 - 234),150 CALIFORNIA ST,0236019,0236,019,18MFF-0014,REQUESTED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,6013145.603,2117020.157,37.7936733815047,-122.398463509486,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0014&ExportPDF=1&Filename=18MFF-0014_schedule.pdf,Mo-Fr:6AM-5PM,,,2018-03-15,0,07/15/2019 12:00:00 AM,"(37.7936733815047, -122.398463509486)"
1123285,"Expresso Subito, LLC.",Truck,9091000,MISSION ST: ANTHONY ST to 02ND ST (573 - 599),85 02ND ST,3708019,3708,019,18MFF-0013,REQUESTED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,6012696.635,2115129.488,37.7884570288289,-122.399884160566,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0013&ExportPDF=1&Filename=18MFF-0013_schedule.pdf,,,,2018-03-15,0,07/15/2019 12:00:00 AM,"(37.7884570288289, -122.399884160566)"
1123284,"Expresso Subito, LLC.",Truck,3525000,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),150 CALIFORNIA ST,0236019,0236,019,18MFF-0013,REQUESTED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,6013145.603,2117020.157,37.7936733815047,-122.398463509486,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0013&ExportPDF=1&Filename=18MFF-0013_schedule.pdf,Tu/Th:6AM-8PM,,,2018-03-15,0,07/15/2019 12:00:00 AM,"(37.7936733815047, -122.398463509486)"
1001301,Bonito Poke,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,008,16MFF-0141,REQUESTED,Bonito Poke Bowls & Various Drinks,6013858.05956,2115347.09492,37.7891192076677,-122.395881039335,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0141&ExportPDF=1&Filename=16MFF-0141_schedule.pdf,Mo:10AM-2PM,,,2016-11-28,0,,"(37.7891192076677, -122.395881039335)"
934515,Munch India,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,0239003,0239,003,17MFF-0093,APPROVED,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.,6012277.508,2116903.356,37.793304275561,-122.401458998413,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0093&ExportPDF=1&Filename=17MFF-0093_schedule.pdf,Mo/Fr:9AM-3PM,,03/20/2018 12:00:00 AM,2017-02-13,0,07/15/2018 12:00:00 AM,"(37.793304275561, -122.401458998413)"
1130597,Buenafe,Truck,9199000,MISSISSIPPI ST: 07TH ST \ 16TH ST to 17TH ST (1 - 99),901 16TH ST,3949001,3949,001,17MFF-0176,APPROVED,Tacos burritos quesadillas tortas pupusas flautas tamales,6013806.356,2106973.63,37.766124694427,-122.39547306227,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0176&ExportPDF=1&Filename=17MFF-0176_schedule.pdf,Mo-We:8AM-5PM,,03/21/2018 12:00:00 AM,2017-03-31,0,07/15/2019 12:00:00 AM,"(37.766124694427, -122.39547306227)"
1133510,Alfaro Truck,Truck,13057001,VALENCIA ST: 14TH ST to ROSA PARKS LN (300 - 337),306 VALENCIA ST,3546001,3546,001,18MFF-0015,REQUESTED,Burritos: Tacos: Tortas: Quesadillas & Various Drinks.,6006013.135,2107762.89,37.7678552693543,-122.422484404162,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0015&ExportPDF=1&Filename=18MFF-0015_schedule.pdf,Th/Fr/Sa:2PM-10PM,,,2018-03-30,0,07/15/2018 12:00:00 AM,"(37.7678552693543, -122.422484404162)"
1140224,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,5683000,FOLSOM ST: 11TH ST to NORFOLK ST (1500 - 1548),1501 FOLSOM ST,3521058,3521,058,18MFF-0017,REQUESTED,Tacos: burritos: soda & juice,6008490.781,2109071.076,37.7715867026703,-122.414007043024,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0017&ExportPDF=1&Filename=18MFF-0017_schedule.pdf,Sa-Su:12AM-3AM;Fr/Sa:9PM-12AM,,,2018-04-06,1,07/15/2019 12:00:00 AM,"(37.7715867026703, -122.414007043024)"
1140225,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,9108000,MISSION ST: 10TH ST to 11TH ST (1400 - 1499),1455 MARKET ST,3507040,3507,040,18MFF-0017,REQUESTED,Tacos: burritos: soda & juice,6007518.36,2110417.248,37.775228307834,-122.41746613187,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0017&ExportPDF=1&Filename=18MFF-0017_schedule.pdf,Mo/Tu/We/Th/Fr:7AM-6PM,,,2018-04-06,1,07/15/2019 12:00:00 AM,"(37.775228307834, -122.41746613187)"
1140226,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,1428000,25TH ST: ALABAMA ST to HARRISON ST (3042 - 3099),3065 25TH ST,4271038,4271,038,18MFF-0017,REQUESTED,Tacos: burritos: soda & juice,6009084.78,2101536.437,37.7509316476402,-122.411419966206,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0017&ExportPDF=1&Filename=18MFF-0017_schedule.pdf,Su:10AM-6PM,,,2018-04-06,1,07/15/2019 12:00:00 AM,"(37.7509316476402, -122.411419966206)"
1140166,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,2471000,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,4352007,4352,007,18MFF-0016,REQUESTED,Tacos: Burritos: Tortas: Quesadillas: Sodas: Chips: Candy,6014982.06972,2100806.30269,37.7492558595291,-122.390975379577,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0016&ExportPDF=1&Filename=18MFF-0016_schedule.pdf,Mo-Fr:9AM-5PM,,,2018-04-06,1,07/15/2019 12:00:00 AM,"(37.7492558595291, -122.390975379577)"
953001,Wonder Philly,Push Cart,270002,04TH ST: BERRY ST to CHANNEL ST (900 - 999),960 04TH ST,8708002,8708,002,17MFF-0166,ISSUED,Hot dogs: sausages: cheesesteaks: chips: drinks,6014277.187,2109955.224,37.7743376663696,-122.394053286313,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0166&ExportPDF=1&Filename=17MFF-0166_schedule.pdf,Mo-We:9AM-5PM,,04/09/2018 12:00:00 AM,2017-03-20,0,07/15/2019 12:00:00 AM,"(37.7743376663696, -122.394053286313)"
1141511,Khalid M Malik,Push Cart,2751000,BATTERY ST: MARKET ST to BUSH ST (1 - 10),Assessors Block /Lot,,,,18MFF-0018,REQUESTED,chicken sandwich: chicken gyro: chicken biryani,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0018&ExportPDF=1&Filename=18MFF-0018_schedule.pdf,,,,2018-04-12,0,,"(0, 0)"
627558,"Off the Grid Services, LLC",Truck,4609000,DAVIS ST: DAVIS CT \ JACKSON ST to BROADWAY (500 - 699),Assessors Block /Lot,,,,15MFF-0039,REQUESTED,varies truck to truck,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0039&ExportPDF=1&Filename=15MFF-0039_schedule.pdf,Tu/Th/Fr:10AM-3PM,,,2015-03-06,0,,"(0, 0)"
1102655,"Chairman SF, LLC",Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,0238003,0238,003,18MFF-0009,APPROVED,Baos: bowls & drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0009&ExportPDF=1&Filename=18MFF-0009_schedule.pdf,Tu/Th:10AM-3PM,,04/24/2018 12:00:00 AM,2018-02-26,0,07/15/2019 12:00:00 AM,"(0, 0)"
1102661,"Chairman SF, LLC",Truck,9089000,MISSION ST: ECKER ST to SHAW ALY (521 - 548),536 MISSION ST,3708098,3708,098,18MFF-0009,APPROVED,Baos: bowls & drinks,6012988.85269,2115411.95666,37.7892489084137,-122.398892959346,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0009&ExportPDF=1&Filename=18MFF-0009_schedule.pdf,Mo/We/Fr:10AM-3PM,,04/24/2018 12:00:00 AM,2018-02-26,0,07/15/2019 12:00:00 AM,"(37.7892489084137, -122.398892959346)"
1102660,"Chairman SF, LLC",Truck,147000,02ND ST: BRANNAN ST to TOWNSEND ST (600 - 699),625 02ND ST,3789007,3789,007,18MFF-0010,APPROVED,Baos: bowls & drinks,6015195.702,2112613.963,37.7816889753451,-122.391061817287,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0010&ExportPDF=1&Filename=18MFF-0010_schedule.pdf,Mo-Fr:12PM-5PM,,04/24/2018 12:00:00 AM,2018-02-26,0,07/15/2019 12:00:00 AM,"(37.7816889753451, -122.391061817287)"
1102656,"Chairman SF, LLC",Truck,5169000,ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST to POWELL ST (1 - 99),34 ELLIS ST,0307008,0307,008,18MFF-0009,APPROVED,Baos: bowls & drinks,6009885.084,2114861.905,37.7875651653788,-122.40959283348,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0009&ExportPDF=1&Filename=18MFF-0009_schedule.pdf,Mo/We/Fr:10AM-3PM;Sa-Su:11AM-2PM/1PM-4PM,,04/24/2018 12:00:00 AM,2018-02-26,0,07/15/2019 12:00:00 AM,"(37.7875651653788, -122.40959283348)"
1147774,Think is Good Inc.,Truck,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,095,18MFF-0020,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,6012851.27,2115274.827,37.788864715343,-122.399359351363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0020&ExportPDF=1&Filename=18MFF-0020_schedule.pdf,Tu/Th:10AM-3PM,,04/25/2018 12:00:00 AM,2018-04-19,0,07/15/2019 12:00:00 AM,"(37.788864715343, -122.399359351363)"
1147773,Think is Good Inc.,Truck,10454000,PINE ST: FRONT ST to BATTERY ST (100 - 199),100 PINE ST,0262020,0262,020,18MFF-0020,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,6012991.558,2116647.189,37.7926407167337,-122.398970332111,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0020&ExportPDF=1&Filename=18MFF-0020_schedule.pdf,Mo/We/Fr:10AM-3PM,,04/25/2018 12:00:00 AM,2018-04-19,0,07/15/2019 12:00:00 AM,"(37.7926407167337, -122.398970332111)"
1147775,Think is Good Inc.,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,0239029,0239,029,18MFF-0020,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,6012181.836,2116889.979,37.7932622069231,-122.401789091363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0020&ExportPDF=1&Filename=18MFF-0020_schedule.pdf,Mo/We/Fr:10AM-3PM,,04/25/2018 12:00:00 AM,2018-04-19,0,07/15/2019 12:00:00 AM,"(37.7932622069231, -122.401789091363)"
975273,Akuranvyka USA Inc,Truck,179000,03RD ST: BRANNAN ST to TOWNSEND ST (600 - 699),601 03RD ST,3788020,3788,020,17MFF-0185,ISSUED,Indian Street Food: Tikka Masala Burritos; Samosas; Sexy Fries (Indian-inspired poutine); Naughty Naans; Deconstructed Samosas; Kathi Rolls; Lassis and Lemonades,6014402.116,2112043.001,37.7800771744392,-122.393767294483,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0185&ExportPDF=1&Filename=17MFF-0185_schedule.pdf,Tu/Th/Fr:12PM-1PM,,03/01/2018 12:00:00 AM,2017-05-10,0,07/15/2019 12:00:00 AM,"(37.7800771744392, -122.393767294483)"
